324,Utah Valley,35,25,10,.714,3.00,-2.30,12,4,14,1,8,8,2697,2474,,1400,930,1929,.482,283,740,.382,554,764,.725,318,1271,484,201,89,487,612
325,Utah,31,17,14,.548,6.13,5.10,11,7,10,5,6,5,2343,2311,,1245,805,1735,.464,298,806,.370,435,616,.706,317,1096,440,144,80,409,548
326,Valparaiso,33,15,18,.455,-3.38,-1.00,7,11,8,7,5,8,2205,2187,,1335,802,1783,.450,185,585,.316,416,595,.699,294,1115,431,202,101,439,546
327,Vanderbilt,32,9,23,.281,3.57,7.79,0,18,8,10,1,10,2180,2315,,1285,736,1750,.421,230,739,.311,478,710,.673,325,1139,371,154,126,454,568
328,Vermont NCAA,34,27,7,.794,4.88,-4.18,14,2,16,2,11,4,2508,2143,,1370,864,1887,.458,273,761,.359,507,678,.748,304,1194,399,188,136,377,568
329,Villanova NCAA,36,26,10,.722,14.33,7.97,13,5,13,2,5,6,2654,2425,,1455,884,2019,.438,380,1081,.352,506,695,.728,368,1253,503,194,106,388,580
330,Virginia Commonwealth NCAA,33,25,8,.758,11.96,2.87,16,2,16,1,8,4,2344,2044,,1330,820,1872,.438,235,771,.305,469,669,.701,358,1208,450,263,148,458,650
331,VMI,32,11,21,.344,-10.50,0.09,4,14,8,7,2,13,2433,2617,,1290,843,1974,.427,323,899,.359,424,581,.730,280,1110,442,217,61,390,541
332,Virginia Tech NCAA,35,26,9,.743,19.28,7.79,12,6,14,2,5,5,2574,2172,,1410,893,1900,.470,327,831,.394,461,606,.761,310,1142,531,236,78,392,532
333,Virginia NCAA,38,35,3,.921,25.46,10.15,16,2,15,1,10,1,2714,2132,,1535,974,2056,.474,321,813,.395,445,598,.744,342,1326,544,211,149,342,542
334,Wagner,30,13,17,.433,-12.99,-7.63,8,10,7,7,6,10,1974,2044,,1205,655,1696,.386,236,773,.305,428,575,.744,378,1095,351,184,108,414,639
335,Wake Forest,31,11,20,.355,1.21,8.47,4,14,8,8,1,10,2119,2344,,1250,714,1812,.394,197,640,.308,494,681,.725,399,1174,329,150,77,417,555
336,Washington State,32,11,21,.344,-1.67,2.20,4,14,9,7,2,8,2393,2517,,1280,833,1861,.448,301,828,.364,426,564,.755,276,1076,478,169,89,440,554
337,Washington NCAA,36,27,9,.750,12.01,7.01,15,3,15,1,7,4,2511,2331,,1445,883,1956,.451,273,780,.350,472,679,.695,334,1129,419,323,206,479,653
338,Weber State,33,18,15,.545,-4.37,-6.12,11,9,10,5,5,7,2617,2454,,1330,920,1934,.476,249,684,.364,528,708,.746,220,1177,383,179,140,382,609
339,West Virginia,36,15,21,.417,6.94,10.57,4,14,11,7,0,10,2655,2786,,1460,901,2181,.413,269,852,.316,584,849,.688,519,1425,488,223,126,557,707
340,Western Carolina,32,7,25,.219,-9.28,0.34,4,14,4,8,3,14,2304,2563,,1295,792,1744,.454,296,800,.370,424,628,.675,303,1135,389,135,53,577,671
341,Western Illinois,31,10,21,.323,-10.04,-5.18,4,12,7,6,2,14,2198,2272,,1245,818,1860,.440,241,626,.385,321,440,.730,254,1100,319,165,132,353,487
342,Western Kentucky,34,20,14,.588,3.14,0.96,11,7,10,4,6,8,2429,2355,,1380,853,1910,.447,199,608,.327,524,724,.724,338,1256,417,235,174,466,528
343,Western Michigan,32,8,24,.250,-6.26,1.48,2,16,5,9,2,14,2246,2439,,1300,774,1822,.425,228,723,.315,470,680,.691,345,1197,374,147,78,490,564
344,Wichita State,37,22,15,.595,7.72,5.91,10,8,10,4,7,7,2609,2542,,1485,929,2277,.408,276,890,.310,475,655,.725,452,1417,499,174,135,446,705
345,William & Mary,31,14,17,.452,-4.78,-2.08,10,8,9,5,5,11,2321,2385,,1265,841,1773,.474,254,735,.346,385,576,.668,251,1057,529,158,146,390,516
346,Winthrop,30,18,12,.600,-2.89,-3.74,10,6,11,3,7,8,2499,2358,,1210,855,1878,.455,372,997,.373,417,565,.738,330,1232,460,134,83,456,535
347,Wisconsin NCAA,34,23,11,.676,17.90,11.01,14,6,12,3,8,5,2333,2099,,1385,874,1945,.449,241,672,.359,344,531,.648,283,1197,430,177,140,327,511
348,Wofford NCAA,35,30,5,.857,13.92,0.80,18,0,15,1,11,3,2879,2295,,1410,1044,2132,.490,385,929,.414,406,577,.704,365,1232,528,233,105,377,589
349,Wright State,35,21,14,.600,3.29,-0.89,13,5,15,2,5,8,2561,2365,,1405,885,2028,.436,281,818,.344,510,692,.737,382,1229,484,214,72,402,545
350,Wyoming,32,8,24,.250,-9.75,0.19,4,14,6,10,1,11,2105,2411,,1285,690,1656,.417,248,720,.344,477,660,.723,167,983,331,176,88,450,588
351,Xavier,35,19,16,.543,9.61,8.06,9,9,13,5,4,8,2526,2472,,1420,922,1977,.466,245,740,.331,437,644,.679,371,1281,519,190,128,450,550
352,Yale NCAA,30,22,8,.733,5.52,-1.24,10,4,11,2,8,5,2427,2202,,1215,893,1812,.493,230,634,.363,411,557,.738,259,1157,503,177,131,392,510
353,Youngstown State,32,12,20,.375,-7.78,-2.05,8,10,6,7,5,11,2415,2526,,1305,879,2057,.427,303,891,.340,354,505,.701,418,1207,449,210,115,423,656
